genome1,genome2,coreAA_identity_pct,compared_positions
A_micheneri_strainHlig3,L_Lactobacillus_spSy1,73.2509,37863
A_micheneri_strainHlig3,L_senioris_DSM24302,70.1508,37934
A_micheneri_strainHlig3,N_22_Melli_029_v2,73.4257,37890
A_micheneri_strainHlig3,N_40_Melli_029_v2,71.8625,37665
A_micheneri_strainHlig3,N_41_Melli_001_v2,73.4265,37861
A_micheneri_strainHlig3,N_45_Melli_016_v2,71.8005,37944
A_micheneri_strainHlig3,N_45_Melli_020_v2,73.4175,37852
A_micheneri_strainHlig3,N_46_Melli_022_v2,71.8058,37944
A_micheneri_strainHlig3,N_47_Melli_001_v2,73.4234,37834
A_micheneri_strainHlig3,N_barcode03,73.419,37888
A_micheneri_strainHlig3,N_barcode04,73.4068,37833
A_micheneri_strainHlig3,N_barcode20,73.1245,37484
A_micheneri_strainHlig3,Nicoliella_lavandulae_Es01,73.3851,38005
A_micheneri_strainHlig3,Nicoliella_spurrieriana_SGEP1_A5,73.1666,37785
A_micheneri_strainNBRC113063,A_ozensis_DSM23829,77.8609,38231
A_micheneri_strainNBRC113063,A_quenuiae_strainHV6,95.855,38311
A_micheneri_strainNBRC113063,A_timberlakei_strainHV12,98.4015,38348
A_micheneri_strainNBRC113063,F_florum_DSM22689,65.3682,38121
A_micheneri_strainNBRC113063,F_fructivorans_strainDSM20203,69.946,38178
A_micheneri_strainNBRC113063,F_lindneri_strainDSM20690,68.3596,38119
A_micheneri_strainNBRC113063,F_sanfranciscensis_DSM20451,68.0303,38061
A_micheneri_strainNBRC113063,L_Lactobacillus_spSy1,73.1908,38084
A_micheneri_strainNBRC113063,L_senioris_DSM24302,70.1229,38153
A_micheneri_strainNBRC113063,N_22_Melli_029_v2,73.378,38100
A_micheneri_strainNBRC113063,N_40_Melli_029_v2,71.774,37887
A_micheneri_strainNBRC113063,N_41_Melli_001_v2,73.3787,38071
A_micheneri_strainNBRC113063,N_45_Melli_016_v2,71.713,38166
A_micheneri_strainNBRC113063,N_45_Melli_020_v2,73.3698,38062
A_micheneri_strainNBRC113063,N_46_Melli_022_v2,71.7183,38166
A_micheneri_strainNBRC113063,N_47_Melli_001_v2,73.3314,38071
A_micheneri_strainNBRC113063,N_barcode03,73.3713,38098
A_micheneri_strainNBRC113063,N_barcode04,73.3591,38043
A_micheneri_strainNBRC113063,N_barcode20,73.0304,37698
A_micheneri_strainNBRC113063,Nicoliella_lavandulae_Es01,73.3042,38227
A_micheneri_strainNBRC113063,Nicoliella_spurrieriana_SGEP1_A5,73.1225,38002
A_ozensis_DSM23829,A_quenuiae_strainHV6,77.797,38130
A_ozensis_DSM23829,A_timberlakei_strainHV12,77.8517,38170
A_ozensis_DSM23829,F_florum_DSM22689,65.7264,38111
A_ozensis_DSM23829,F_fructivorans_strainDSM20203,70.193,38179
A_ozensis_DSM23829,F_lindneri_strainDSM20690,68.8733,38112
A_ozensis_DSM23829,F_sanfranciscensis_DSM20451,68.2899,38051
A_ozensis_DSM23829,L_Lactobacillus_spSy1,73.3628,38067
A_ozensis_DSM23829,L_senioris_DSM24302,70.5876,38154
A_ozensis_DSM23829,N_22_Melli_029_v2,73.3016,38081
A_ozensis_DSM23829,N_40_Melli_029_v2,72.1582,37907
A_ozensis_DSM23829,N_41_Melli_001_v2,73.3128,38052
A_ozensis_DSM23829,N_45_Melli_016_v2,72.0863,38182
A_ozensis_DSM23829,N_45_Melli_020_v2,73.3027,38045
A_ozensis_DSM23829,N_46_Melli_022_v2,72.0889,38182
A_ozensis_DSM23829,N_47_Melli_001_v2,73.3226,38036
A_ozensis_DSM23829,N_barcode03,73.277,38087
A_ozensis_DSM23829,N_barcode04,73.2739,38034
A_ozensis_DSM23829,N_barcode20,73.1754,37693
A_ozensis_DSM23829,Nicoliella_lavandulae_Es01,73.3733,38221
A_ozensis_DSM23829,Nicoliella_spurrieriana_SGEP1_A5,73.2711,38000
A_quenuiae_strainHV6,A_timberlakei_strainHV12,95.7213,38329
A_quenuiae_strainHV6,F_florum_DSM22689,65.2622,38068
A_quenuiae_strainHV6,F_fructivorans_strainDSM20203,69.9092,38108
A_quenuiae_strainHV6,F_lindneri_strainDSM20690,68.2966,38059
A_quenuiae_strainHV6,F_sanfranciscensis_DSM20451,67.9481,38004
A_quenuiae_strainHV6,L_Lactobacillus_spSy1,73.1735,37996
A_quenuiae_strainHV6,L_senioris_DSM24302,70.1382,38062
A_quenuiae_strainHV6,N_22_Melli_029_v2,73.3786,38007
A_quenuiae_strainHV6,N_40_Melli_029_v2,71.7812,37801
A_quenuiae_strainHV6,N_41_Melli_001_v2,73.3505,37982
A_quenuiae_strainHV6,N_45_Melli_016_v2,71.7306,38080
A_quenuiae_strainHV6,N_45_Melli_020_v2,73.3625,37969
A_quenuiae_strainHV6,N_46_Melli_022_v2,71.7358,38080
A_quenuiae_strainHV6,N_47_Melli_001_v2,73.3153,37973
A_quenuiae_strainHV6,N_barcode03,73.3546,38014
A_quenuiae_strainHV6,N_barcode04,73.3291,37959
A_quenuiae_strainHV6,N_barcode20,73.0181,37603
A_quenuiae_strainHV6,Nicoliella_lavandulae_Es01,73.3636,38132
A_quenuiae_strainHV6,Nicoliella_spurrieriana_SGEP1_A5,73.0852,37942
A_timberlakei_strainHV12,F_florum_DSM22689,65.3452,38064
A_timberlakei_strainHV12,F_fructivorans_strainDSM20203,69.9344,38120
A_timberlakei_strainHV12,F_lindneri_strainDSM20690,68.3295,38067
A_timberlakei_strainHV12,F_sanfranciscensis_DSM20451,68.012,38008
A_timberlakei_strainHV12,L_Lactobacillus_spSy1,73.1573,38029
A_timberlakei_strainHV12,L_senioris_DSM24302,70.1165,38098
A_timberlakei_strainHV12,N_22_Melli_029_v2,73.2999,38056
A_timberlakei_strainHV12,N_40_Melli_029_v2,71.7903,37838
A_timberlakei_strainHV12,N_41_Melli_001_v2,73.2997,38022
A_timberlakei_strainHV12,N_45_Melli_016_v2,71.7318,38117
A_timberlakei_strainHV12,N_45_Melli_020_v2,73.2916,38018
A_timberlakei_strainHV12,N_46_Melli_022_v2,71.737,38117
A_timberlakei_strainHV12,N_47_Melli_001_v2,73.2939,37995
A_timberlakei_strainHV12,N_barcode03,73.2932,38054
A_timberlakei_strainHV12,N_barcode04,73.2809,37999
A_timberlakei_strainHV12,N_barcode20,72.9502,37638
A_timberlakei_strainHV12,Nicoliella_lavandulae_Es01,73.2746,38166
A_timberlakei_strainHV12,Nicoliella_spurrieriana_SGEP1_A5,73.1108,37952
F_florum_DSM22689,F_fructivorans_strainDSM20203,70.9523,38275
F_florum_DSM22689,F_lindneri_strainDSM20690,76.2778,38289
F_florum_DSM22689,F_sanfranciscensis_DSM20451,74.8046,38253
F_florum_DSM22689,L_Lactobacillus_spSy1,66.2899,38045
F_florum_DSM22689,L_senioris_DSM24302,65.9214,38106
F_florum_DSM22689,N_22_Melli_029_v2,66.4474,38012
F_florum_DSM22689,N_40_Melli_029_v2,65.4612,37827
F_florum_DSM22689,N_41_Melli_001_v2,66.4534,37983
F_florum_DSM22689,N_45_Melli_016_v2,65.4455,38105
F_florum_DSM22689,N_45_Melli_020_v2,66.4349,37974
F_florum_DSM22689,N_46_Melli_022_v2,65.4429,38105
F_florum_DSM22689,N_47_Melli_001_v2,66.4419,37964
F_florum_DSM22689,N_barcode03,66.4387,38014
F_florum_DSM22689,N_barcode04,66.4383,37957
F_florum_DSM22689,N_barcode20,66.2591,37622
F_florum_DSM22689,Nicoliella_lavandulae_Es01,66.402,38157
F_florum_DSM22689,Nicoliella_spurrieriana_SGEP1_A5,66.0997,38041
F_fructivorans_strainDSM20203,F_lindneri_strainDSM20690,76.3464,38286
F_fructivorans_strainDSM20203,F_sanfranciscensis_DSM20451,74.8096,38201
F_fructivorans_strainDSM20203,L_Lactobacillus_spSy1,69.9919,38143
F_fructivorans_strainDSM20203,L_senioris_DSM24302,69.6288,38171
F_fructivorans_strainDSM20203,N_22_Melli_029_v2,70.2547,38080
F_fructivorans_strainDSM20203,N_40_Melli_029_v2,69.2722,37907
F_fructivorans_strainDSM20203,N_41_Melli_001_v2,70.2494,38053
F_fructivorans_strainDSM20203,N_45_Melli_016_v2,69.2519,38165
F_fructivorans_strainDSM20203,N_45_Melli_020_v2,70.246,38042
F_fructivorans_strainDSM20203,N_46_Melli_022_v2,69.2519,38165
F_fructivorans_strainDSM20203,N_47_Melli_001_v2,70.2432,38035
F_fructivorans_strainDSM20203,N_barcode03,70.2403,38085
F_fructivorans_strainDSM20203,N_barcode04,70.2298,38028
F_fructivorans_strainDSM20203,N_barcode20,69.9361,37693
F_fructivorans_strainDSM20203,Nicoliella_lavandulae_Es01,70.2336,38221
F_fructivorans_strainDSM20203,Nicoliella_spurrieriana_SGEP1_A5,70.1102,38023
F_lindneri_strainDSM20690,F_sanfranciscensis_DSM20451,81.9569,38264
F_lindneri_strainDSM20690,L_Lactobacillus_spSy1,68.6449,38013
F_lindneri_strainDSM20690,L_senioris_DSM24302,68.0704,38112
F_lindneri_strainDSM20690,N_22_Melli_029_v2,68.6274,38030
F_lindneri_strainDSM20690,N_40_Melli_029_v2,68.0397,37825
F_lindneri_strainDSM20690,N_41_Melli_001_v2,68.6401,38004
F_lindneri_strainDSM20690,N_45_Melli_016_v2,67.9771,38104
F_lindneri_strainDSM20690,N_45_Melli_020_v2,68.6197,37992
F_lindneri_strainDSM20690,N_46_Melli_022_v2,67.9692,38104
F_lindneri_strainDSM20690,N_47_Melli_001_v2,68.645,37978
F_lindneri_strainDSM20690,N_barcode03,68.6238,38032
F_lindneri_strainDSM20690,N_barcode04,68.6188,37975
F_lindneri_strainDSM20690,N_barcode20,68.5663,37622
F_lindneri_strainDSM20690,Nicoliella_lavandulae_Es01,68.8249,38149
F_lindneri_strainDSM20690,Nicoliella_spurrieriana_SGEP1_A5,68.5482,37966
F_sanfranciscensis_DSM20451,L_Lactobacillus_spSy1,68.2283,37952
F_sanfranciscensis_DSM20451,L_senioris_DSM24302,67.7352,38057
F_sanfranciscensis_DSM20451,N_22_Melli_029_v2,68.2814,37962
F_sanfranciscensis_DSM20451,N_40_Melli_029_v2,67.3682,37776
F_sanfranciscensis_DSM20451,N_41_Melli_001_v2,68.2808,37936
F_sanfranciscensis_DSM20451,N_45_Melli_016_v2,67.3184,38055
F_sanfranciscensis_DSM20451,N_45_Melli_020_v2,68.2655,37924
F_sanfranciscensis_DSM20451,N_46_Melli_022_v2,67.3157,38055
F_sanfranciscensis_DSM20451,N_47_Melli_001_v2,68.2631,37918
F_sanfranciscensis_DSM20451,N_barcode03,68.2655,37965
F_sanfranciscensis_DSM20451,N_barcode04,68.2705,37908
F_sanfranciscensis_DSM20451,N_barcode20,68.1279,37572
F_sanfranciscensis_DSM20451,Nicoliella_lavandulae_Es01,68.4253,38097
F_sanfranciscensis_DSM20451,Nicoliella_spurrieriana_SGEP1_A5,68.1242,37963
L_Lactobacillus_spSy1,L_senioris_DSM24302,70.6484,38107
L_Lactobacillus_spSy1,N_22_Melli_029_v2,88.7275,38217
L_Lactobacillus_spSy1,N_40_Melli_029_v2,76.1123,37894
L_Lactobacillus_spSy1,N_41_Melli_001_v2,88.6991,38174
L_Lactobacillus_spSy1,N_45_Melli_016_v2,76.0699,38157
L_Lactobacillus_spSy1,N_45_Melli_020_v2,88.6823,38179
L_Lactobacillus_spSy1,N_46_Melli_022_v2,76.0699,38157
L_Lactobacillus_spSy1,N_47_Melli_001_v2,88.6625,38130
L_Lactobacillus_spSy1,N_barcode03,88.6782,38227
L_Lactobacillus_spSy1,N_barcode04,88.6508,38170
L_Lactobacillus_spSy1,N_barcode20,88.1953,37790
L_Lactobacillus_spSy1,Nicoliella_lavandulae_Es01,89.1586,38307
L_Lactobacillus_spSy1,Nicoliella_spurrieriana_SGEP1_A5,91.0399,38158
L_senioris_DSM24302,N_22_Melli_029_v2,70.8715,38107
L_senioris_DSM24302,N_40_Melli_029_v2,69.4458,37913
L_senioris_DSM24302,N_41_Melli_001_v2,70.8595,38081
L_senioris_DSM24302,N_45_Melli_016_v2,69.4103,38186
L_senioris_DSM24302,N_45_Melli_020_v2,70.8529,38069
L_senioris_DSM24302,N_46_Melli_022_v2,69.4103,38186
L_senioris_DSM24302,N_47_Melli_001_v2,70.8536,38063
L_senioris_DSM24302,N_barcode03,70.842,38113
L_senioris_DSM24302,N_barcode04,70.8298,38056
L_senioris_DSM24302,N_barcode20,70.5971,37714
L_senioris_DSM24302,Nicoliella_lavandulae_Es01,70.8606,38254
L_senioris_DSM24302,Nicoliella_spurrieriana_SGEP1_A5,70.6863,38013
N_22_Melli_029_v2,N_40_Melli_029_v2,76.4093,37909
N_22_Melli_029_v2,N_41_Melli_001_v2,99.9558,38499
N_22_Melli_029_v2,N_45_Melli_016_v2,76.3949,38174
N_22_Melli_029_v2,N_45_Melli_020_v2,99.9221,38521
N_22_Melli_029_v2,N_46_Melli_022_v2,76.3897,38174
N_22_Melli_029_v2,N_47_Melli_001_v2,99.9192,38351
N_22_Melli_029_v2,N_barcode03,99.9611,38557
N_22_Melli_029_v2,N_barcode04,99.9247,38500
N_22_Melli_029_v2,N_barcode20,94.8361,37801
N_22_Melli_029_v2,Nicoliella_lavandulae_Es01,89.2998,38289
N_22_Melli_029_v2,Nicoliella_spurrieriana_SGEP1_A5,88.0065,38079
N_40_Melli_029_v2,N_41_Melli_001_v2,76.4253,37888
N_40_Melli_029_v2,N_45_Melli_016_v2,99.7826,38179
N_40_Melli_029_v2,N_45_Melli_020_v2,76.4054,37873
N_40_Melli_029_v2,N_46_Melli_022_v2,99.7721,38179
N_40_Melli_029_v2,N_47_Melli_001_v2,76.4308,37863
N_40_Melli_029_v2,N_barcode03,76.3928,37908
N_40_Melli_029_v2,N_barcode04,76.3982,37853
N_40_Melli_029_v2,N_barcode20,76.0148,37519
N_40_Melli_029_v2,Nicoliella_lavandulae_Es01,76.4956,38027
N_40_Melli_029_v2,Nicoliella_spurrieriana_SGEP1_A5,76.1693,37779
N_41_Melli_001_v2,N_45_Melli_016_v2,76.4081,38153
N_41_Melli_001_v2,N_45_Melli_020_v2,99.9299,38499
N_41_Melli_001_v2,N_46_Melli_022_v2,76.4029,38153
N_41_Melli_001_v2,N_47_Melli_001_v2,99.927,38360
N_41_Melli_001_v2,N_barcode03,99.9377,38517
N_41_Melli_001_v2,N_barcode04,99.9221,38498
N_41_Melli_001_v2,N_barcode20,94.844,37781
N_41_Melli_001_v2,Nicoliella_lavandulae_Es01,89.3047,38269
N_41_Melli_001_v2,Nicoliella_spurrieriana_SGEP1_A5,87.983,38046
N_45_Melli_016_v2,N_45_Melli_020_v2,76.3884,38138
N_45_Melli_016_v2,N_46_Melli_022_v2,99.9896,38460
N_45_Melli_016_v2,N_47_Melli_001_v2,76.4137,38128
N_45_Melli_016_v2,N_barcode03,76.3812,38173
N_45_Melli_016_v2,N_barcode04,76.3812,38118
N_45_Melli_016_v2,N_barcode20,75.9951,37784
N_45_Melli_016_v2,Nicoliella_lavandulae_Es01,76.4588,38303
N_45_Melli_016_v2,Nicoliella_spurrieriana_SGEP1_A5,76.1599,38041
N_45_Melli_020_v2,N_46_Melli_022_v2,76.3831,38138
N_45_Melli_020_v2,N_47_Melli_001_v2,99.9505,38356
N_45_Melli_020_v2,N_barcode03,99.8988,38519
N_45_Melli_020_v2,N_barcode04,99.9143,38500
N_45_Melli_020_v2,N_barcode20,94.8256,37763
N_45_Melli_020_v2,Nicoliella_lavandulae_Es01,89.2761,38251
N_45_Melli_020_v2,Nicoliella_spurrieriana_SGEP1_A5,87.9633,38042
N_46_Melli_022_v2,N_47_Melli_001_v2,76.4084,38128
N_46_Melli_022_v2,N_barcode03,76.376,38173
N_46_Melli_022_v2,N_barcode04,76.376,38118
N_46_Melli_022_v2,N_barcode20,75.9898,37784
N_46_Melli_022_v2,Nicoliella_lavandulae_Es01,76.4509,38303
N_46_Melli_022_v2,Nicoliella_spurrieriana_SGEP1_A5,76.1547,38041
N_47_Melli_001_v2,N_barcode03,99.8905,38349
N_47_Melli_001_v2,N_barcode04,99.9113,38330
N_47_Melli_001_v2,N_barcode20,94.8101,37766
N_47_Melli_001_v2,Nicoliella_lavandulae_Es01,89.2711,38252
N_47_Melli_001_v2,Nicoliella_spurrieriana_SGEP1_A5,87.9305,38005
N_barcode03,N_barcode04,99.9222,38548
N_barcode03,N_barcode20,94.8173,37799
N_barcode03,Nicoliella_lavandulae_Es01,89.2559,38300
N_barcode03,Nicoliella_spurrieriana_SGEP1_A5,87.9803,38079
N_barcode04,N_barcode20,94.8042,37742
N_barcode04,Nicoliella_lavandulae_Es01,89.2451,38243
N_barcode04,Nicoliella_spurrieriana_SGEP1_A5,87.9649,38022
N_barcode20,Nicoliella_lavandulae_Es01,88.9082,37902
N_barcode20,Nicoliella_spurrieriana_SGEP1_A5,87.6411,37641
Nicoliella_lavandulae_Es01,Nicoliella_spurrieriana_SGEP1_A5,88.5454,38168
